42;SIND. EMP. COM. TUBARAO ( LAURO MÜLLER);;11;005164130676;86448032000170;RUA LAURO MULLER;80;;83;88700000
43;SIND. EMP. COM. SANTA CRUZ DO SUL;;3;005179875869;95438800000103;RUA CAPITAO FERNANDO TATCH;424;;9;96810342
44;SIND. EMP. COM. CASCAVEL;;6;005158019360;78105319000179;RUA VISCONDE DE GUARAPUAVA;1637;;108;85801160
45;Sindicato nao identificado;;1;;;;;;;
46;SIND. EMP. COM. CACADOR;;11;005164011790;83083576000197;RUA DR. MOACIR SAMPAIO;235;;93;89500000
47;SIND. EMP. COM. SAO MIGUEL DO OESTE ( MARAVILHA);;5;005164018833;78472032000187;SANTOS DUMONT;235;;145;89900000
48;SIND. EMP. COM. JOACABA (CAMPOS NOVOS);;1;005164130692;84590934000110;RUA FREI ROGERIO;525;;180;89600000
49;SIND. EMP. COM. CRICIUMA ( SIDEROPOLIS );;5;005164130625;83662924000180;AVENIDA GETULIO VARGAS;485;;101;88800000
50;SIND. EMP. COM. FOZ DO IGUACU(MATELÂNDIA);;6;0;75423723000100;RUA TIRADENTES;353;;23;85891000
51;SIND. EMP. COM. MONTENEGRO;;3;005179875796;90896507000168;APOLINARIO DE MORAES;950;;91;95780000
52;SIND. EMP. COM. URUGUAIANA;;11;00579893255;98417462000103;RUA VENANCIO AIRES;2179;;99;97500000
53;SIND. EMP. COM. CANOAS;;11;30005814012893;90811605000155;RUA ALBERTO TORRES;224;;62;92000000
54;SIND. EMP. COM. LAGOA VERMELHA( IBIRAIARAS);;3;005179042409;87682738000164;SETE DE SETEMBRO;895;;19;95300000
55;SIND. EMP. COM. CANOINHAS/ ITAIOPOLIS;;5;914565164130689;83785733000106;RUA RUI BARBOSA;393;;186;89460000
56;SIND. EMP. COM. ITAJAI;;8;005164130633;84307370000166;RUA SAMUEL HENSI;320;;32;88301070
57;SIND.EMP.COM.LAJEADO (ARROIO DO MEIO,ESTRELA);;3;005179875788;88666102000191;RUA BENTO GONCALVES;450;SALA 201;125;95900000
58;SIND. EMP. COM. CAMAQUA;;3;005179042425;90152422000175;CRISTOVAO G. DE ANDRADE;791;;81;96180000
59;SIND. EMP. COM. DOM PEDRITO;;6;005179019288;89424808000100;MOREIRA CESAR;1953;;132;96450000
60;SIND. EMP. COM. BLUMENAU;;11;005164893777;82666025000193;JOHN F KENNEDY;91;;133;89010000
61;SIND. EMP. COM. GUAIBA;;3;05179898150;93205029000190;RUA GUAIBA;10;;119;92500000
62;SIND. EMP. COM. CACAPAVA DO SUL;;3;005179019180;87083820000172;RUA CORONEL ROMAO;674;;136;96570000
63;SIND.EMP.COM.JAGUARAO;;8;005179875770;90962382000127;RUA JULIO DE CASTILHOS;395;;141;96300000
64;SIND. EMP. COM. FLORIANOPOLIS;;9;005164130595;83930305000120;RUA GERONIMO COELHO;345;;131;88000000
65;SIND. EMP. COM. CURITIBA;;5;005158035403;76586346000185;RUA XV DE NOVEMBRO;1040;;116;80000000
66;SIND. EMP. COM. FARROUPILHA ( ANTONIO PRADO);;7;005179043014;92860618000140;THOMAZ EDSON;15;SALA 15;25;95180000
67;SIND. EMP. COM. CONDOR (PANAMBI);;5;005179875710;91260935000162;HERMANN FAULHABER;118;;570;98290000
68;SIND.EMP.COM.TAQUARA (PAROBÉ-IGREJINHA-TRES COROA);;3;005179029445;91110585000158;RUA ALFREDO FELIPE KRAEMER;424;;438;95600000
69;SIND. EMP. COM. FRAIBURGO;;7;565164897751;00993423000150;RUA OLAVO BILAC;199;;685;89580000
70;FED.TRAB.COM.EST.RS (PINHEIRO MACHADO,);;3;005179000005;92832690000163;RUA DOS ANDRADAS;943;SALA 701;27;90020005
71;SIND. EMP. COM. QUARAI;;3;915005814019299;89819213000153;SETE DE SETEMBRO;1268;;346;97560000
72;SIND. EMP. COM. IBIRUBA;;3;911005179903016;91575001000110;TRAVESSA NATAL;65;SALA 1 e 2;478;98200000
73;SIND. EMP. COM. SAO FRANCISCO DE ASSIS;;6;005179042808;91551028000172;RUA IPIRANGA;89;;895;97610000
74;SIND. EMP. COM. CAMPO MOURAO;;6;5158019335;78106465000119;FRANCISCO F. ALBULQUERQUE;890;;974;87301130
75;SIND. EMP. EST. BANCARIOS PASSO FUNDO E REG.;;4;000178867950;90785023000141;RUA GENERAL OSORIO;1411;;1;99010140
76;SEMIRGS - SIND. EMP. VENDAS LOCACAO ADM. IMOV. RS;;4;912020596875978;93074185000160;DR. FLORES;62;CONJ 1101-B;27;90020120
77;SIND. CONTABILISTAS;;4;2169874911;89138168000171;RUA AUGUSTO SEVERO;168;;27;90240480
78;SIND. EMP. COM. CACAPAVA DO SUL (SAO SEPE);;9;005179019180;87083820000172;RUA CORONEL ROMAO;674;;136;96570000
79;SIND. EMP. COM. BENTO GONCALVES (NOVA PRATA);;3;005179012224;89341093000121;AVENIDA OSVALDO ARANHA;1075;SALA 30;38;95700000
80;SIND. EMP. COM. CANOAS (CACHOEIRINHA);;11;30005814012893;90811605000155;RUA ALBERTO TORRES;224;;62;92310020
81;SIND. EMP. COM. CANOAS (GRAVATAI);;3;005179012895;90811605000155;RUA ALBERTO TORRES;224;;62;92310020
82;SIND. EMP. COM. CARAZINHO (SOLED/SELBCH/STA.BARBARA);;5;005179014227;87447413000105;ALEXANDRE DA MOTTA;540;;31;99500000
83;SIND. EMP. COM. LAGOA VERMELHA (TAPEJARA, SANADUVA);;3;005179042409;87682738000164;SETE DE SETEMBRO;895;;19;95300000
84;SIND.EMP.COM.PAL.DAS MISSOES(FRED,ERV SECO,SEBE,RODEIO,PALM);;3;005179019695;90223454000114;SETE DE SETEMBRO;444;;6;98300000
85;SIND. EMP. COM. PASSO FUNDO (GUAPORE);;4;000005179875818;92046820000132;SILVIO SANSON;1330;SALA 112;490;99200000
86;SIND. EMP. COM. PASSO FUNDO (MARAU);;4;000005179875818;92046820000132;DUQUE DE CAXIAS;181;SALA 307;20;99150000
87;SIND. EMP. COM. CANGUCU (PIRATINI);;6;911005179971380;03882797000196;CONSELHEIRO BRUSQUE;182;SALA 23;388;96600000
88;SIND. EMP. COM. STA. ROSA (HORIZONTINA);;5;005179015932;90863663000122;ANTONIO CARLOS BORGES;90;;59;98900000
89;SIND. EMP. COM. SANTA ROSA (TRES DE MAIO);;5;005179015932;90863663000122;ANTONIO CARLOS BORGES;90;;59;98900000
90;SIND. EMP. COM. SAO BORJA (ITAQUI);;3;005179019660;88703384000150;DOS ANDRADAS;1831;;44;97670000
91;SIND. EMP. COM. SAO LEOPOLDO (ESTEIO);;4;005179875915;96757612000100;RUA SAO DOMINGOS;1097;;52;93010290
92;SIND.EMP.COM.FRA BELT. (DOIS VIZ./AMP/MARM/STO ANT. SUD/PLA);;6;565000884223;78123999000153;RUA PERNAMBUCO;111;;107;85601300
93;SIND.EMP.COM. FRANCISCO BELTRAO(BARRACAO/REALEZA);;6;565000884223;78123999000153;RUA PERNAMBUCO;111;;107;85601300
94;SIND. EMP. COM. SANTO ANGELO (GIRUA);;2;005179495110;88508700000132;FLORENCIO DE ABREU;1261;;3;98804560
95;SIND. EMP. COM. MONTENEGRO (TRIUNFO);;3;005179896033;90896507000168;APOLINARIO DE MORAES;950;;91;95780000
96;SIND. EMP. COM. XAXIM;;9;005164900943;02460637000196;CANDIDO TESTON;355;;516;89825000
97;SINDICATO DOS ATACADISTAS DO RS;;4;005179875818;;;;;;
98;SIND. EMP. COM. SAO GABRIEL (CACEQUI);;3;005814875905;89498356000100;RUA JUCA TIGRE;2150;;22;97300000
99;SIND. EMP COM. CAXIAS DO SUL (SAO MARCOS);;7;005179875702;88661699000181;RUA GARIBALDI;370;;42;95080190
100;SIND. EMP.COM. MONTENEGRO(nao);;3;005179896033;90896507000168;APOLINARIO DE MORAES;950;;91;95780000
101;SIND. EMP. COM. RIO PARDO (BUTIA);;3;005179875850;91340455000101;DILSON CELESTE;140;;139;96640000
102;SIND. EMP. COM. PASSO FUNDO (SERAFINA CORREA);;4;000005179875818;92046820000132;MORON;1731;4 ANDAR;1;99010033
103;SIND. TRAB. RURAIS PASSO FUNDO;;1;;92042993000182;CEL. KRAMER;12;;1;99010520
104;SIND. EMP. COM. RIO GRANDE (STA. VITORIA PALMAR);;2;005179875842;94873940000139;RUA GENERAL BACELAR;179;;76;96200000
105;SIND. EMP. COM. BENTO GONCALVES (VERANOPOLIS);;3;005179012224;89341093000121;AVENIDA OSVALDO ARANHA;1075;SALA 305;38;95700000
106;SIND. EMP. COM. CACHOEIRA DO SUL;;5;005179875680;87775235000133;SENADOR PINHEIRO MACHADO;1136;;39;96508022
107;SIND. EMP. COM. CARAZINHO (ESPUMOSO - CHAPADA);;5;005179014227;87447413000105;ALEXANDRE MOTTA;540;3 ANDAR;31;99500000
108;SIND. EMP. COM. STO ANTONIO DA PATRULHA (ROLANTE);;6;0051790420906;91310425000152;CORONEL VICENTE GOMES;01;;889;95500000
109;SIND. EMP. COM. CACHOEIRA DO SUL (nao);;5;005179875680;87775235000133;RUA ANIBAL LOUREIRO;155;;39;96506770
110;SIND. EMP. COM. CARAZINHO (NAO ME TOQUE);;5;005179014227;87447413000105;ALEXANDRE MOTTA;540;;31;99500000
111;SIND.EMP.COM.STA CRUZ DO SUL(ARRIO DO TIGRE, SOBRAD,SALTO J);;3;005179875869;95438800000103;RUA CAPITAO FERNANDO TATCH;424;;9;96810040
112;SIND. EMP. COM. CANELA (SAO FRANCISCO DE PAULA);;3;005179875699;90934431000118;BATISTA LUZARDO;291;;375;95680000
113;SIND.EMP.COM.GUAIBA (CHARQUEADAS);;3;05179898150;93205029000190;RUA GUAIBA;10;;119;92500000
114;SIND. EMP. COM. DE SANTA ROSA (SANTO CRISTO);;3;005179015932;90863663000122;ANTONIO CARLOS BORGES;90;;59;98900000
115;SIND. EMP. COM. PONTA GROSSA (PRUDENTOPOLIS);;5;005158884311;80251481000147;RUA GENERAL CARNEIRO;740;;30;84010000
116;SIND. EMP. COM. PONTA GROSSA (PALMEIRA);;5;005158884311;80251481000147;RUA GENERAL CARNEIRO;740;;30;84010000
117;SIND. EMP. COM. CURITIBANOS;;8;565164972150;05275341000193;ARCHIAO GANZ;510;;74;89520000
118;SIND. EMP. COM. LAGOA VERMELHA (SANANDUVA);;3;005179042409;87682738000164;SETE DE SETEMBRO;895;;19;95300000
119;SIND.EMP. COM. VAR. ATAC. SIM. VIDEIRA;;1;56516401318-1;83608950000120;MAL FLORRIANO PEIXOTO;32;;360;89560000
120;SIND. EMP. COM. SAO SEBASTIAO DO CAI;;3;005179875923;90874652000148;SENADOR PINHEIRO MACHADO;1533;cx postal 71;41;95760000
121;SIND. EMP. COM. SARANDI (CONSTANTINA,RONDA ALTA);;5;005179044501;93237915000104;ARMINIO DA SILVA;1435;SALA 09;495;99560000
122;SIND. EMP. COM. SAPIRANGA (NOVA HARTZ);;10;0051790430066;93241644000152;XV DE NOVEMBRO;338;;625;93800000
123;SIND. EMP. COM. STO ANTONIO DA PATRULHA;;6;005179042096;91310425000152;CORONEL VICENTE GOMES;01;;889;95500000
124;SIND. EMP. COM. DE PONTA GROSSA (IMBITUVA);;5;005158884311;80251481000147;RUA GENERAL CARNEIRO;740;;30;84010000
125;SIND. EMP. COM. FRANCISCO BELTRAO (CAPANEMA);;6;565000884223;78123999000153;RUA PERNAMBUCO;111;;107;85601300
126;SIND. TRAB. COM. VAR. SAO LORENCO DO OESTE;;8;565164972087;01846706000131;DAS PALMEIRAS;14;;551;89990000
127;SIND. EMP. COM. PONTA GROSSA (IRATI);;5;005158884311;80251481000147;RUA GENERAL CARNEIRO;740;;30;84010000
128;SIND. EMP. COM. SANTA CRUZ DO SUL (VERA CRUZ);;3;005179875869;95438800000103;RUA CAPITAO FERNANDO TATCH;424;;9;96810040
129;SIND. EMP. COM. STO ANTONIO DA PATRULHA (OSORIO/TRAMANDAI));;6;005179042096;91310425000152;CORONEL VICENTE GOMES;01;;889;95000099
130;SIND. EMP. COM. ERECHIM (GETULIO VARGAS);;6;005179875737;90868662000170;SANTO DAL BOSCO;146;;63;99700460
131;SIND. EMP. COM. SANTA CRUZ DO SUL (VENANCIO AIRES);;3;005179875809;95438800000103;RUA CAPITAO FERNANDO TATCH;424;;9;96810040
132;SIND.EMP.COM.EXT.OESTE SC (MARAVILHA);;5;000565164018838;78472032000187;SANTOS DUMONT;300;SALA 201;145;89900000
133;SIND. EMP. COM. PELOTAS (SAO LOURENCO DO SUL);;3;005179875826;92236793000160;RUA VOLUNTARIOS DA PATRIA;1074;;61;96015730
134;SIND. EMP. COM. DE VIAMAO;;3;005176042816;91337147000127;JORGE KALIL FLORES;241;;60;94410230
135;SIND. EMP. COM. RIO PARDO;;3;005179875850;91340455000101;DILSON CELESTE DA ROSA;140;;139;96640000
136;SIND. EMP. COM. CHAPECO;;9;56564130728;83017830000159;RUA LEOBERTO LEAL;58;;47;89802140
137;SIND. EMP. COM. TAQUARI;;3;05179975979;08666045000101;GENERAL OSORIO;2274;;921;95860000
138;SIND. EMP. COM. CANOINHAS (MAFRA);;5;914565164130689;83785733000106;RUA RUI BARBOSA;393;;186;89460000
139;SIND.TRAB.COM.VAR. CASTRO (PIRAI DO SUL);;5;005158904916;86878063000160;BENJAMIN CONSTANT;22;;1207;84165220
140;SIND. EMP. COM. PASSO FUNDO (GZT);;4;005179875818;92046820000132;MOROM;1731;401;1;99010033
141;SIND. EMP. COM. TAQUARI ( TEUTONIA );;3;05179975979;08666045000101;GENERAL OSORIO;2274;;921;95860000
142;SIND. EMP. COM. SANTA CRUZ DO SUL(CANDELARIA);;5;005179875869;95438800000103;RUA CAPITAO FERNANDO TATCH;424;;9;96810040
143;SIND.EMP.COM.XANXERE (ABELARDO LUZ/ SAO DOMINGOS/FAXINAL );;8;000565164019835;78480316000115;RUA VICTOR KONDER;895;SALA 203;65;89820000
144;SIND.EMP.COM.TAQUARA;;3;005179029445;91110585000158;RUA ALFREDO FELIPE KRAEMER;424;;438;95600000
145;SIND. EMP. COM. XANXERE (FAXINAL DOS GUEDES);;8;914565164019834;78480316000115;RUA VICTOR KONDER;899;SALA 108;65;89820000
146;SIND.EMP.COM.LAGES(CORREIA PINTO/OTACILIO COSTA);;5;S-13070;82790312000100;RUA MARECHAL DEODORO;773;;33;88501001
147;SIND.EMP.COM.PALMEIRA DAS MISSOES (ERVAL SECO);;3;005179019695;;;;;;
148;SIND. EMP. COM. CAMAQUA;;6;005179042425;90152422000175;RUA LUIZA MARAWINCHE;920;1 ANDAR;81;96180000
149;SIND. EMP. COM. ENCANTADO;;3;005814974369;07435459000167;JULIO DE CASTILHOS;1235;SALA 208;1245;95960000
150;SIND.EMP.COM.JULIO DE CASTILHOS;;3;911005179989468;11126429000146;MIGUEL WAIRICH FILHO;425;;368;98130000
151;SIND. EMP. COM. TAPERA;;5;005.179.87593-1;90161993000176;CORONEL GERVASIO;110;;28;99490000
152;SIND.EMP.COM.JULIO DE CASTILHOS(AGU,FAX SOTUR);;5;911005179989468;11126429000146;MIGUEL WAIRICH FILHO;425;;368;98130000
153;SIND. EMP. COM. SAPIRANGA;;10;0051790430066;93241644000152;;;;;
154;SIND.EMP.COM.SAO JERONIMO(TAPES);;3;000005814988823;13745915000178;CORONEL SOARES DE CARVALHO;590;SALA 01;632;96700000
155;SIND.EMP.COM.JULIO DE CASTILHOS(TUPANCIRETA);;3;911005179989468;11126429000146;MIGUEL WAIRICH FILHO;425;;368;98130000
156;SIND.EMP.COM.SAO JERONIMO;;3;000005814988823;13745915000178;CORONEL SOARES DE CARVALHO;590;SALA 01;632;96700000
157;FETICOM - Fed. dos Trab. Ind. Const. Mobil. Est.RS;;5;;;;;;;
158;SENALBA - Sind. Emp. Ent. Cult. Assis. Soc. Orien.;;4;80001084036;92410349000110;AV.BRASIL;253;SALA 02;1;99010060
159;SIND.EMP.COM.JAGUARAO (ARROIO GRANDE);;8;005179875770;90962382000127;RUA JULIO DE CASTILHOS;395;;141;96300000
160;SIND. TRAB. NAS IND. DA CONST. MOB. CANGUCU;;5;;91990200000194;GENERAL CAMARA;1820;APT 02;388;96600000
161;SIND. EMP. COM. JOACABA (HERVAL D OESTE);;7;005164130692;84590934000110;RUA FREI ROGERIO;525;;180;89600000
162;SIND. EMP. COM. SAO FRANCISCO DE ASSIS(JAGUARI);;6;005179042808;91551028000172;RUA IPIRANGA;89;;895;97610000
163;FED.TRAB.COM.EST.RS (NONOAI, PALMITINHO, PLANALTO, ARVOR);;3;005179000005;92832690000163;;;;;
164;SIND. EMP. COM. DE RIO DO SUL ( POUSO REDONDO );;5;23531254;85787562000180;COELHO NETO;75;4 ANDAR;152;89160001
165;SIND. EMP. COM. SANTA ROSA (ALECRIM E TUPARENDI);;6;005179015932;90863663000122;;;;;
166;FED.TRAB.COM.EST.RS (SÃO PEDRO DO SUL);;3;;92832690000163;;;;;
167;FEDERAÇÃO RS(BARROS CASSAL);;3;005179000005;92832690000163;RUA DOS ANDRADAS;943;SALA 701;27;90020005
168;FEDERAÇÃO RS(FONTOURA XAVIER);;3;005179000005;92832690000163;RUA DOS ANDRADAS;943;SALA 701;27;90020005
169;SIND COM VAREJ DO ALTO URUGUAI(GAURAMA);;3;;89109961000142;NELSON EHLERS;148;APTO 06;63;99700000
170;SIND. EMP. COM. DE CRICIUMA (MORRO DA FUMAÇA);;5;005164130625;83662924000180;AVENIDA GETULIO VARGAS;485;;101;88809476
171;SIND.EMP.COM.FOZ DO IGUAÇU(SÃO MIGUEL DO IGUAÇU);;6;;75423723000100;;;;;
