008;1;19;01/11/2003;705
008;1;78;10/04/2007;705
008;1;24775;01/12/2015;705
008;1;67563;01/02/2005;705
008;1;81329;01/11/2003;705
008;1;218201;01/11/2003;705
008;1;299685;15/04/2011;705
008;1;305170;01/11/2003;705
008;1;353922;01/11/2003;705
008;1;373435;12/04/2005;705
008;1;373443;12/04/2005;705
008;1;373451;12/04/2005;705
008;1;376792;01/08/2006;705
008;1;377329;10/04/2007;705
008;1;377331;10/04/2007;705
008;1;377377;01/05/2007;705
008;1;377539;23/07/2007;705
008;1;378243;08/04/2008;705
008;1;379070;01/05/2009;705
008;1;379889;01/05/2010;705
008;1;380848;18/04/2011;705
008;1;380849;18/04/2011;705
008;1;380976;01/06/2011;705
008;1;381877;17/04/2012;705
008;1;383398;18/09/2013;705
008;1;384111;01/04/2014;705
008;1;384112;01/04/2014;705
008;1;384113;01/04/2014;705
008;1;385337;08/04/2015;705
008;1;386056;08/04/2016;705
008;1;386059;08/04/2016;705
008;1;386723;06/04/2017;705
008;1;386724;06/04/2017;705
008;1;387739;05/04/2018;705
008;1;389809;21/07/2020;705
008;1;389810;21/07/2020;705
008;1;389811;21/07/2020;705
008;1;392189;20/04/2022;705
008;1;393782;26/04/2023;705
008;1;395279;29/04/2024;705
008;1;78;01/11/2003;707
008;1;71838;19/08/2013;707
008;1;271951;01/11/2003;707
008;1;297542;01/02/2007;707
008;1;299685;09/08/2004;707
008;1;307416;12/08/2004;707
008;1;338206;01/11/2003;707
008;1;353159;01/11/2003;707
008;1;353434;01/11/2003;707
008;1;354015;12/01/2010;707
008;1;355879;01/12/2006;707
008;1;364223;18/04/2006;707
008;1;366447;21/10/2004;707
008;1;375276;04/07/2011;707
008;1;375780;20/10/2005;707
008;1;375780;15/04/2011;707
008;1;376893;12/02/2007;707
008;1;379641;08/05/2017;707
008;1;384648;20/08/2014;707
008;1;386492;02/01/2017;707
008;1;388733;01/12/2023;707
008;1;121827;21/09/2009;709
008;1;206008;14/05/2018;709
008;1;217816;01/11/2003;709
008;1;219886;01/09/2010;709
008;1;243922;01/11/2003;709
008;1;263567;01/11/2003;709
008;1;272116;01/04/2023;709
008;1;297542;17/01/2008;709
008;1;304247;07/04/2005;709
008;1;313505;21/03/2016;709
008;1;313505;13/07/2016;709
008;1;324400;01/04/2023;709
008;1;332100;01/12/2009;709
008;1;347604;09/05/2016;709
008;1;360724;02/12/2003;709
008;1;362638;01/07/2012;709
008;1;371408;20/12/2004;709
008;1;375080;01/07/2012;709
008;1;376310;10/06/2019;709
008;1;376528;01/11/2006;709
008;1;378245;28/04/2008;709
008;1;378984;21/03/2016;709
008;1;379161;13/07/2009;709
008;1;381181;24/08/2011;709
008;1;381553;21/03/2016;709
008;1;383324;03/09/2013;709
008;1;384090;01/04/2014;709
008;1;384172;01/10/2018;709
008;1;384705;04/09/2014;709
008;1;384799;07/10/2014;709
008;1;384965;12/07/2021;709
008;1;384990;04/12/2014;709
008;1;385483;14/05/2019;709
008;1;385507;02/04/2016;709
008;1;385858;01/10/2021;709
008;1;386016;11/04/2016;709
008;1;386162;04/10/2017;709
008;1;386594;01/03/2017;709
008;1;387028;07/08/2017;709
008;1;387435;08/01/2018;709
008;1;387711;12/04/2018;709
008;1;388135;17/09/2018;709
008;1;388510;01/02/2019;709
008;1;388542;01/09/2022;709
008;1;389266;27/09/2021;709
008;1;389270;21/10/2019;709
008;1;390288;18/12/2020;709
008;1;391025;02/08/2021;709
008;1;391295;27/09/2021;709
008;1;392277;23/05/2022;709
008;1;393724;17/04/2023;709
008;1;6947;01/01/2003;720
008;1;205915;18/07/2011;720
008;1;225223;01/01/2023;720
008;1;243914;01/01/2023;720
008;1;265888;01/03/2024;720
008;1;282405;15/03/2004;720
008;1;297542;01/12/2007;720
008;1;307351;11/02/2019;720
008;1;340499;01/01/2003;720
008;1;347612;01/01/2003;720
008;1;348163;01/01/2003;720
008;1;353663;25/04/2003;720
008;1;361488;02/02/2004;720
008;1;362638;01/04/2008;720
008;1;363766;01/01/2023;720
008;1;363790;01/12/2010;720
008;1;364622;09/07/2004;720
008;1;365173;02/07/2009;720
008;1;371432;24/12/2004;720
008;1;375080;18/10/2010;720
008;1;375780;03/09/2007;720
008;1;376858;21/02/2011;720
008;1;376893;01/12/2007;720
008;1;376907;01/01/2023;720
008;1;378131;01/07/2025;720
008;1;378310;16/05/2011;720
008;1;378984;05/01/2012;720
008;1;379059;24/05/2021;720
008;1;379083;01/06/2009;720
008;1;379576;14/02/2011;720
008;1;379821;01/11/2011;720
008;1;380000;24/10/2011;720
008;1;380404;01/07/2019;720
008;1;381807;01/01/2023;720
008;1;382595;01/10/2022;720
008;1;383857;02/02/2021;720
008;1;383944;01/12/2020;720
008;1;384428;01/03/2023;720
008;1;385352;24/08/2020;720
008;1;385540;01/01/2023;720
008;1;385645;28/09/2020;720
008;1;386423;22/07/2019;720
008;1;386966;01/06/2021;720
008;1;387724;02/05/2023;720
